year,month,day,gender,births
1987, 6, 3, M, 5722
1984, 7, 12, M, 5723
1970, 11, 30, M, 5724
1983, 7, 28, M, 5724
1985, 5, 10, M, 5724
1983, 6, 14, M, 5725
1983, 7, 14, M, 5725
1983, 9, 21, M, 5726
1980, 9, 5, M, 5727
1987, 4, 10, M, 5727
1971, 8, 11, M, 5728
1971, 9, 21, M, 5728
1983, 8, 18, M, 5728
1984, 8, 2, M, 5728
1983, 7, 15, M, 5729
1984, 8, 16, M, 5729
1985, 8, 26, M, 5729
1986, 6, 25, M, 5729
1987, 3, 18, M, 5729
1987, 5, 5, M, 5729
1988, 1, 19, M, 5729
1988, 11, 10, M, 5729
1970, 7, 16, M, 5730
1982, 8, 12, M, 5730
1982, 10, 1, M, 5730
1984, 7, 19, M, 5730
1985, 4, 16, M, 5730
1987, 3, 10, M, 5731
1970, 7, 1, M, 5732
1970, 8, 19, M, 5732
1980, 9, 29, M, 5732
1981, 8, 17, M, 5732
1987, 8, 19, M, 5733
1984, 7, 20, M, 5734
1985, 6, 11, M, 5734
1986, 4, 8, M, 5734
1982, 8, 27, M, 5735
1986, 8, 4, M, 5735
1988, 12, 1, M, 5735
1982, 7, 21, M, 5736
1983, 7, 12, M, 5736
1985, 5, 21, M, 5736
1985, 10, 11, M, 5736
1987, 3, 17, M, 5736
1988, 4, 22, M, 5736
1981, 9, 4, M, 5737
1982, 9, 29, M, 5737
1982, 9, 1, M, 5738
1987, 11, 3, M, 5738
1988, 2, 10, M, 5738
1980, 8, 5, M, 5739
1986, 5, 16, M, 5739
1987, 4, 8, M, 5739
1984, 12, 27, M, 5741
1987, 11, 20, M, 5741
1986, 10, 10, M, 5742
1987, 6, 24, M, 5742
1987, 11, 23, M, 5742
1982, 9, 2, M, 5743
1984, 6, 29, M, 5743
1985, 6, 21, M, 5743
1985, 7, 22, M, 5743
1986, 8, 11, M, 5743
1987, 6, 5, M, 5744
1988, 10, 13, M, 5744
1981, 7, 20, M, 5745
1970, 8, 26, M, 5746
1984, 2, 14, M, 5747
1988, 6, 13, M, 5747
1984, 10, 11, M, 5749
1986, 11, 4, M, 5749
1988, 2, 16, M, 5749
1988, 4, 19, M, 5749
1984, 9, 12, M, 5750
1985, 6, 27, M, 5750
1983, 8, 16, M, 5751
1986, 7, 21, M, 5751
1986, 8, 13, M, 5751
1986, 9, 8, M, 5751
1969, 9, 16, M, 5752
1986, 12, 18, M, 5752
1981, 8, 24, M, 5753
1988, 6, 27, M, 5753
1970, 7, 30, M, 5754
1980, 8, 19, M, 5754
1985, 5, 29, M, 5754
1987, 6, 4, M, 5754
1988, 5, 9, M, 5754
1982, 10, 5, M, 5755
1987, 11, 10, M, 5755
1981, 8, 6, M, 5757
1971, 9, 17, M, 5758
1980, 8, 26, M, 5758
1970, 8, 3, M, 5760
1982, 10, 6, M, 5760
1986, 2, 14, M, 5760
1988, 2, 9, M, 5760
1986, 9, 2, M, 5761
1981, 7, 9, M, 5762
1983, 9, 9, M, 5762
1987, 3, 20, M, 5762
1981, 9, 16, M, 5763
1984, 10, 9, M, 5763
1988, 5, 19, M, 5763
1981, 8, 26, M, 5764
1981, 9, 28, M, 5764
1983, 9, 19, M, 5764
1987, 10, 21, M, 5764
1988, 2, 17, M, 5765
1982, 9, 15, M, 5766
1986, 12, 29, M, 5766
1988, 1, 15, M, 5767
1988, 12, 13, M, 5767
1969, 7, 1, M, 5768
1985, 8, 5, M, 5768
1985, 7, 18, M, 5769
1986, 7, 14, M, 5769
1986, 11, 18, M, 5769
1988, 4, 12, M, 5770
1981, 7, 21, M, 5771
1982, 10, 4, M, 5771
1982, 8, 25, M, 5773
1987, 5, 8, M, 5773
1987, 6, 1, M, 5774
1988, 11, 21, M, 5774
1988, 10, 21, M, 5776
1986, 8, 18, M, 5777
1988, 5, 11, M, 5777
1987, 7, 20, M, 5778
1981, 9, 9, M, 5779
1985, 8, 23, M, 5779
1982, 7, 12, M, 5780
1983, 7, 21, M, 5780
1981, 7, 29, M, 5781
1984, 9, 27, M, 5781
1970, 11, 23, M, 5782
1988, 4, 27, M, 5782
1982, 9, 30, M, 5783
1988, 6, 6, M, 5784
1982, 7, 28, M, 5785
1986, 6, 26, M, 5785
1987, 10, 14, M, 5785
1980, 9, 17, M, 5786
1983, 12, 28, M, 5786
1986, 8, 25, M, 5786
1987, 12, 17, M, 5786
1988, 5, 12, M, 5786
1985, 4, 19, M, 5787
1985, 12, 20, M, 5787
1988, 10, 24, M, 5787
1985, 5, 14, M, 5788
1986, 7, 24, M, 5788
1987, 10, 8, M, 5788
1987, 4, 21, M, 5789
1988, 4, 26, M, 5789
1985, 8, 19, M, 5790
1987, 5, 21, M, 5790
1987, 8, 20, M, 5790
1988, 4, 28, M, 5791
1970, 9, 4, M, 5792
1970, 12, 17, M, 5792
1987, 5, 12, M, 5792
1983, 9, 27, M, 5793
1982, 8, 4, M, 5794
1987, 5, 15, M, 5794
1984, 10, 5, M, 5795
1987, 7, 22, M, 5795
1969, 9, 23, M, 5796
1970, 10, 6, M, 5796
1982, 7, 20, M, 5796
1970, 7, 29, M, 5798
1970, 7, 31, M, 5798
1970, 12, 1, M, 5798
1984, 7, 3, M, 5799
1985, 7, 17, M, 5800
1981, 8, 21, M, 5801
1982, 7, 9, M, 5801
1985, 7, 11, M, 5801
1986, 6, 20, M, 5801
1987, 9, 2, M, 5801
1987, 11, 4, M, 5802
1980, 7, 8, M, 5803
1981, 12, 29, M, 5803
1987, 10, 5, M, 5803
1988, 5, 3, M, 5803
1986, 7, 1, M, 5804
1985, 11, 26, M, 5805
1986, 3, 25, M, 5806
1985, 4, 2, M, 5807
1986, 7, 7, M, 5807
1981, 8, 7, M, 5808
1985, 9, 13, M, 5808
1985, 6, 26, M, 5809
1987, 8, 13, M, 5809
1969, 7, 15, M, 5810
1980, 9, 16, M, 5811
1982, 9, 7, M, 5811
1987, 5, 20, M, 5811
1986, 7, 31, M, 5812
1981, 9, 23, M, 5814
1986, 12, 16, M, 5814
1984, 8, 8, M, 5815
1985, 12, 3, M, 5815
1986, 7, 9, M, 5816
1988, 10, 17, M, 5816
1988, 11, 7, M, 5816
1984, 8, 10, M, 5817
1970, 8, 25, M, 5818
1970, 12, 8, M, 5818
1982, 7, 13, M, 5818
1986, 5, 20, M, 5818
1987, 10, 9, M, 5818
1988, 3, 8, M, 5819
1988, 5, 23, M, 5819
1985, 7, 15, M, 5820
1987, 3, 31, M, 5820
1988, 10, 20, M, 5820
1981, 8, 5, M, 5821
1987, 8, 10, M, 5821
1984, 7, 31, M, 5822
1986, 7, 16, M, 5823
1986, 6, 17, M, 5824
1982, 8, 31, M, 5825
1987, 4, 7, M, 5825
1982, 7, 15, M, 5826
1982, 8, 18, M, 5827
1987, 8, 6, M, 5827
1970, 9, 30, M, 5828
1985, 8, 21, M, 5828
1987, 10, 20, M, 5828
1988, 11, 15, M, 5828
1980, 8, 12, M, 5830
1982, 8, 20, M, 5831
1985, 7, 25, M, 5831
1988, 12, 15, M, 5831
1987, 10, 13, M, 5832
1969, 9, 3, M, 5834
1970, 8, 4, M, 5834
1981, 9, 25, M, 5834
1982, 7, 16, M, 5835
1970, 9, 17, M, 5836
1970, 11, 17, M, 5836
1981, 8, 18, M, 5836
1985, 2, 14, M, 5837
1985, 8, 2, M, 5837
1988, 6, 9, M, 5837
1985, 8, 1, M, 5838
1981, 8, 12, M, 5839
1985, 7, 1, M, 5839
1985, 6, 28, M, 5840
1988, 10, 26, M, 5840
1987, 8, 3, M, 5841
1987, 11, 17, M, 5841
1988, 12, 16, M, 5841
1983, 9, 13, M, 5842
1984, 10, 4, M, 5842
1985, 5, 31, M, 5842
1988, 2, 2, M, 5842
1985, 10, 8, M, 5843
1970, 9, 1, M, 5844
1987, 7, 9, M, 5844
1988, 10, 12, M, 5844
1984, 8, 14, M, 5845
1987, 8, 5, M, 5846
1981, 8, 14, M, 5847
1987, 3, 24, M, 5847
1980, 9, 19, M, 5848
1981, 8, 28, M, 5849
1986, 9, 10, M, 5849
1971, 8, 10, M, 5850
1982, 7, 23, M, 5851
1987, 10, 6, M, 5851
1987, 10, 7, M, 5851
1988, 5, 18, M, 5851
1988, 12, 14, M, 5852
1986, 10, 1, M, 5853
1987, 6, 10, M, 5853
1985, 8, 7, M, 5854
1986, 8, 21, M, 5854
1981, 7, 31, M, 5855
1985, 12, 17, M, 5855
1985, 10, 15, M, 5856
1987, 5, 19, M, 5856
1980, 9, 24, M, 5857
1988, 3, 22, M, 5857
1970, 9, 29, M, 5858
1987, 5, 28, M, 5858
1984, 9, 17, M, 5859
1969, 8, 19, M, 5860
1984, 10, 3, M, 5861
1988, 12, 21, M, 5861
1984, 8, 29, M, 5862
1987, 7, 16, M, 5862
1983, 9, 7, M, 5863
1970, 7, 2, M, 5864
1982, 9, 17, M, 5864
1985, 7, 31, M, 5864
1988, 6, 8, M, 5864
1980, 9, 15, M, 5865
1987, 6, 9, M, 5865
1988, 10, 14, M, 5865
1970, 9, 8, M, 5866
1985, 6, 20, M, 5866
1986, 5, 29, M, 5866
1988, 5, 26, M, 5866
1986, 7, 28, M, 5869
1981, 7, 10, M, 5870
1985, 8, 29, M, 5870
1987, 6, 11, M, 5870
1970, 9, 14, M, 5872
1985, 8, 8, M, 5872
1987, 8, 26, M, 5872
1986, 7, 3, M, 5873
1987, 7, 15, M, 5873
1970, 9, 24, M, 5874
1982, 9, 27, M, 5874
1987, 6, 23, M, 5875
1988, 5, 31, M, 5875
1970, 12, 21, M, 5878
1986, 6, 27, M, 5878
1980, 8, 8, M, 5879
1987, 7, 17, M, 5879
1987, 11, 24, M, 5879
1982, 9, 13, M, 5880
1988, 5, 6, M, 5880
1985, 10, 2, M, 5881
1970, 8, 14, M, 5882
1988, 11, 8, M, 5882
1984, 8, 1, M, 5883
1985, 7, 8, M, 5883
1986, 10, 2, M, 5883
1970, 6, 30, M, 5884
1982, 9, 24, M, 5884
1987, 6, 17, M, 5884
1984, 9, 6, M, 5885
1984, 9, 28, M, 5885
1985, 7, 19, M, 5886
1988, 3, 1, M, 5886
1982, 8, 17, M, 5888
1988, 3, 29, M, 5888
1988, 10, 10, M, 5888
1985, 7, 26, M, 5889
1986, 10, 3, M, 5889
1984, 12, 18, M, 5890
1984, 8, 3, M, 5891
1985, 9, 11, M, 5891
1982, 9, 23, M, 5892
1985, 7, 12, M, 5892
1987, 10, 15, M, 5892
1988, 6, 3, M, 5892
1988, 6, 29, M, 5892
1983, 9, 20, M, 5893
1985, 5, 7, M, 5893
1985, 7, 23, M, 5893
1985, 9, 30, M, 5893
1988, 5, 20, M, 5893
1986, 9, 3, M, 5894
1986, 8, 28, M, 5895
1987, 12, 21, M, 5895
1988, 12, 27, M, 5895
1982, 8, 3, M, 5897
1988, 11, 3, M, 5897
1985, 8, 28, M, 5898
1986, 12, 31, M, 5898
1984, 7, 27, M, 5899
1986, 7, 23, M, 5899
1985, 9, 3, M, 5900
1984, 8, 30, M, 5901
1987, 8, 12, M, 5901
1980, 9, 18, M, 5902
1981, 7, 28, M, 5902
1985, 7, 30, M, 5902
1984, 8, 15, M, 5903
1987, 9, 14, M, 5905
1981, 9, 14, M, 5906
1987, 12, 15, M, 5906
1986, 7, 17, M, 5907
1987, 12, 28, M, 5907
1981, 9, 15, M, 5908
1982, 8, 10, M, 5909
1988, 5, 17, M, 5909
1985, 12, 27, M, 5912
1987, 8, 14, M, 5912
1987, 6, 19, M, 5915
1981, 9, 22, M, 5918
1985, 6, 25, M, 5918
1987, 6, 25, M, 5918
1988, 10, 28, M, 5918
1985, 8, 9, M, 5920
1982, 9, 20, M, 5922
1985, 8, 12, M, 5923
1988, 6, 20, M, 5923
1971, 9, 28, M, 5924
1984, 8, 21, M, 5925
1985, 12, 31, M, 5925
1987, 6, 12, M, 5925
1969, 8, 8, M, 5926
1986, 8, 7, M, 5927
1981, 8, 25, M, 5928
1987, 8, 28, M, 5928
1985, 8, 16, M, 5929
1987, 7, 1, M, 5929
1988, 5, 25, M, 5929
1984, 8, 6, M, 5930
1986, 8, 1, M, 5930
1987, 8, 17, M, 5930
1988, 10, 3, M, 5930
1986, 7, 2, M, 5931
1987, 6, 26, M, 5931
1988, 6, 10, M, 5931
1984, 8, 17, M, 5932
1985, 10, 4, M, 5932
1970, 7, 7, M, 5934
1984, 10, 2, M, 5935
1985, 8, 6, M, 5936
1986, 7, 11, M, 5936
1988, 7, 18, M, 5936
1981, 9, 11, M, 5937
1986, 10, 7, M, 5938
1970, 9, 18, M, 5940
1987, 8, 4, M, 5940
1986, 7, 10, M, 5941
1970, 7, 21, M, 5942
1982, 6, 29, M, 5942
1986, 12, 19, M, 5942
1987, 6, 15, M, 5942
1987, 8, 27, M, 5942
1982, 9, 3, M, 5943
1987, 7, 27, M, 5943
1987, 7, 31, M, 5943
1985, 12, 30, M, 5944
1987, 8, 21, M, 5944
1988, 12, 29, M, 5944
1980, 7, 29, M, 5945
1984, 7, 17, M, 5946
1988, 10, 25, M, 5946
1986, 7, 30, M, 5947
1986, 8, 27, M, 5947
1988, 6, 15, M, 5947
1987, 8, 25, M, 5949
1970, 9, 11, M, 5952
1984, 8, 31, M, 5953
1984, 9, 7, M, 5953
1986, 8, 14, M, 5953
1985, 9, 25, M, 5955
1986, 8, 22, M, 5955
1988, 6, 7, M, 5955
1982, 7, 27, M, 5956
1986, 8, 8, M, 5956
1988, 6, 17, M, 5956
1985, 8, 14, M, 5957
1986, 5, 28, M, 5957
1980, 12, 30, M, 5958
1981, 7, 14, M, 5960
1985, 8, 22, M, 5960
1987, 4, 14, M, 5960
1987, 5, 22, M, 5961
1970, 8, 12, M, 5962
1987, 9, 23, M, 5962
1982, 7, 8, M, 5963
1986, 7, 25, M, 5963
1987, 9, 28, M, 5964
1980, 9, 22, M, 5965
1987, 7, 23, M, 5965
1987, 7, 30, M, 5965
1988, 7, 25, M, 5965
1982, 9, 16, M, 5966
1987, 7, 8, M, 5968
1984, 9, 13, M, 5970
1984, 9, 26, M, 5970
1988, 11, 18, M, 5970
1985, 8, 13, M, 5971
1986, 5, 30, M, 5971
1986, 7, 15, M, 5971
1987, 9, 30, M, 5971
1970, 3, 3, M, 5972
1984, 7, 6, M, 5972
1988, 6, 16, M, 5972
1988, 7, 5, M, 5973
1988, 8, 1, M, 5974
1988, 8, 29, M, 5978
1988, 10, 5, M, 5978
1970, 12, 18, M, 5980
1987, 9, 8, M, 5980
1982, 7, 7, M, 5981
1987, 7, 29, M, 5981
1970, 12, 28, M, 5982
1986, 8, 15, M, 5982
1988, 7, 1, M, 5983
1988, 10, 6, M, 5984
1986, 9, 17, M, 5986
1985, 9, 26, M, 5987
1988, 11, 29, M, 5987
1984, 12, 28, M, 5988
1986, 9, 29, M, 5988
1988, 12, 28, M, 5989
1982, 8, 24, M, 5990
1987, 9, 3, M, 5990
1986, 7, 18, M, 5991
1986, 9, 15, M, 5991
1988, 10, 7, M, 5992
1987, 8, 7, M, 5993
1988, 11, 4, M, 5997
1982, 9, 8, M, 5998
1982, 9, 22, M, 5999
1982, 9, 28, M, 6000
1984, 9, 20, M, 6005
1988, 8, 22, M, 6006
1987, 8, 11, M, 6007
1984, 9, 10, M, 6011
1970, 8, 11, M, 6012
1986, 6, 24, M, 6013
1985, 9, 10, M, 6015
1988, 6, 24, M, 6015
1984, 8, 28, M, 6016
1987, 9, 1, M, 6016
1986, 9, 30, M, 6019
1981, 7, 7, M, 6020
1987, 6, 2, M, 6020
1987, 7, 10, M, 6023
1986, 8, 5, M, 6026
1984, 9, 19, M, 6027
1987, 7, 24, M, 6028
1985, 10, 1, M, 6029
1986, 8, 26, M, 6031
1988, 10, 11, M, 6031
1985, 8, 20, M, 6032
1984, 9, 11, M, 6033
1986, 8, 6, M, 6033
1986, 9, 5, M, 6035
1987, 6, 16, M, 6036
1988, 11, 1, M, 6036
1985, 7, 10, M, 6037
1985, 9, 27, M, 6037
1987, 9, 4, M, 6046
1986, 8, 12, M, 6048
1987, 10, 1, M, 6049
1987, 12, 30, M, 6051
1988, 4, 5, M, 6054
1980, 9, 23, M, 6055
1970, 9, 21, M, 6056
1985, 9, 18, M, 6056
1986, 9, 11, M, 6056
1981, 8, 4, M, 6057
1988, 8, 31, M, 6057
1985, 7, 16, M, 6060
1985, 8, 15, M, 6060
1986, 8, 19, M, 6062
1988, 7, 13, M, 6062
1987, 12, 1, M, 6063
1988, 12, 19, M, 6065
1986, 9, 4, M, 6066
1988, 6, 2, M, 6066
1986, 8, 29, M, 6067
1986, 9, 9, M, 6069
1985, 7, 3, M, 6070
1988, 11, 22, M, 6072
1988, 6, 23, M, 6074
1985, 7, 9, M, 6075
1988, 10, 18, M, 6079
1985, 9, 23, M, 6080
1985, 9, 16, M, 6084
1984, 7, 10, M, 6085
1982, 9, 10, M, 6087
1988, 9, 28, M, 6088
1985, 9, 9, M, 6089
1987, 5, 27, M, 6091
1986, 9, 12, M, 6095
1987, 9, 24, M, 6095
1988, 12, 30, M, 6095
1982, 9, 14, M, 6097
1970, 9, 15, M, 6098
1988, 7, 21, M, 6099
1987, 7, 21, M, 6100
1970, 12, 16, M, 6102
1988, 6, 22, M, 6103
1987, 5, 29, M, 6105
1970, 7, 28, M, 6106
1987, 8, 18, M, 6107
1986, 8, 20, M, 6108
1988, 9, 1, M, 6108
1987, 9, 21, M, 6109
1985, 7, 2, M, 6111
1970, 12, 30, M, 6112
1988, 5, 10, M, 6112
1985, 8, 27, M, 6113
1987, 7, 2, M, 6113
1970, 9, 10, M, 6114
1988, 5, 27, M, 6114
1988, 8, 3, M, 6114
1987, 10, 2, M, 6117
1984, 7, 24, M, 6119
1970, 9, 9, M, 6120
1988, 8, 24, M, 6120
1987, 12, 18, M, 6121
1982, 9, 21, M, 6125
1988, 7, 20, M, 6125
1987, 7, 7, M, 6127
1970, 9, 23, M, 6132
1987, 9, 16, M, 6132
1987, 7, 14, M, 6133
1988, 7, 14, M, 6133
1986, 7, 8, M, 6134
1988, 7, 11, M, 6134
1988, 8, 15, M, 6134
1986, 9, 24, M, 6135
1988, 9, 29, M, 6136
1970, 8, 18, M, 6138
1985, 8, 30, M, 6138
1984, 8, 7, M, 6139
1985, 9, 12, M, 6139
1988, 9, 26, M, 6140
1988, 6, 14, M, 6142
1970, 9, 16, M, 6146
1984, 9, 24, M, 6152
1984, 9, 5, M, 6161
1986, 7, 29, M, 6162
1988, 8, 10, M, 6162
1987, 9, 29, M, 6163
1984, 9, 21, M, 6164
1970, 9, 25, M, 6166
1985, 9, 5, M, 6166
1985, 9, 6, M, 6168
1988, 5, 24, M, 6172
1986, 9, 18, M, 6174
1987, 6, 30, M, 6177
1988, 8, 25, M, 6177
1987, 9, 18, M, 6189
1988, 6, 21, M, 6196
1988, 8, 2, M, 6196
1988, 8, 5, M, 6198
1984, 9, 18, M, 6199
1985, 9, 4, M, 6199
1988, 6, 1, M, 6199
1970, 12, 15, M, 6202
1985, 9, 24, M, 6205
1988, 10, 4, M, 6205
1970, 7, 14, M, 6208
1988, 9, 12, M, 6208
1988, 8, 30, M, 6209
1987, 7, 28, M, 6217
1988, 7, 22, M, 6218
1987, 9, 25, M, 6220
1985, 9, 17, M, 6221
1988, 8, 17, M, 6221
1984, 9, 14, M, 6223
1986, 9, 22, M, 6223
1987, 9, 10, M, 6224
1986, 9, 25, M, 6225
1988, 8, 19, M, 6225
1985, 9, 20, M, 6232
1987, 9, 15, M, 6235
1988, 9, 2, M, 6235
1988, 9, 6, M, 6243
1969, 12, 30, M, 6244
1970, 12, 29, M, 6244
1987, 9, 22, M, 6249
1988, 8, 9, M, 6249
1984, 9, 25, M, 6250
1988, 8, 23, M, 6251
1987, 9, 9, M, 6252
1987, 9, 17, M, 6253
1988, 6, 28, M, 6255
1988, 7, 12, M, 6256
1988, 8, 18, M, 6258
1988, 7, 27, M, 6267
1988, 7, 19, M, 6274
1988, 8, 11, M, 6275
1988, 6, 30, M, 6283
1988, 8, 26, M, 6288
1986, 7, 22, M, 6292
1988, 9, 13, M, 6295
1988, 9, 30, M, 6295
1988, 7, 26, M, 6297
1988, 9, 27, M, 6314
1985, 9, 19, M, 6315
1988, 8, 4, M, 6315
1988, 9, 8, M, 6317
1988, 9, 19, M, 6318
1987, 12, 29, M, 6322
1986, 9, 16, M, 6323
1988, 7, 28, M, 6323
1988, 9, 21, M, 6329
1988, 8, 16, M, 6332
1986, 12, 30, M, 6337
1988, 12, 20, M, 6343
1988, 7, 29, M, 6345
1986, 9, 23, M, 6352
1988, 8, 12, M, 6352
1986, 9, 26, M, 6370
1988, 8, 8, M, 6370
1988, 7, 15, M, 6375
1986, 9, 19, M, 6379
1988, 9, 7, M, 6398
1988, 9, 14, M, 6402
1988, 7, 8, M, 6417
1988, 7, 6, M, 6418
1988, 9, 15, M, 6419
1988, 9, 16, M, 6469
1987, 9, 11, M, 6471
1988, 9, 22, M, 6473
1988, 9, 9, M, 6474
1970, 9, 22, M, 6480
1988, 9, 23, M, 6482
1988, 9, 20, M, 6519
1988, 7, 7, M, 6527
1997, 2, -1, M, 149536
1995, 2, -1, M, 150879
1998, 2, -1, M, 152641
1999, 2, -1, M, 152660
1989, 2, -1, M, 154047
1994, 2, -1, M, 154175
1996, 2, -1, M, 154683
2001, 2, -1, M, 155259
2002, 2, -1, M, 155627
1993, 2, -1, M, 156378
2003, 2, -1, M, 157384
1997, 11, -1, M, 157395
1996, 11, -1, M, 158058
1991, 2, -1, M, 158163
1995, 4, -1, M, 158447
2005, 2, -1, M, 158754
1995, 11, -1, M, 159181
1990, 2, -1, M, 159915
1998, 11, -1, M, 160161
1996, 4, -1, M, 160256
1997, 4, -1, M, 160935
1996, 1, -1, M, 161007
1999, 11, -1, M, 161062
1995, 12, -1, M, 161136
1992, 2, -1, M, 161410
2004, 2, -1, M, 161598
1995, 1, -1, M, 161749
1993, 11, -1, M, 162072
1997, 1, -1, M, 162091
2000, 4, -1, M, 162495
1994, 4, -1, M, 162778
2000, 2, -1, M, 162997
1999, 4, -1, M, 163007
2002, 11, -1, M, 163200
1994, 11, -1, M, 163252
1996, 6, -1, M, 163267
1989, 4, -1, M, 163432
1999, 1, -1, M, 163440
2006, 2, -1, M, 163564
2003, 11, -1, M, 163757
1998, 4, -1, M, 163853
1998, 1, -1, M, 163902
1994, 1, -1, M, 163982
1989, 1, -1, M, 164052
1997, 3, -1, M, 164148
1992, 11, -1, M, 164949
1996, 12, -1, M, 165156
1996, 3, -1, M, 165311
1991, 11, -1, M, 165320
1997, 6, -1, M, 165435
2008, 11, -1, M, 165468
2001, 11, -1, M, 165633
2001, 4, -1, M, 165804
1993, 1, -1, M, 165896
2002, 4, -1, M, 166175
2001, 12, -1, M, 166646
1989, 11, -1, M, 166923
1996, 5, -1, M, 167020
1994, 12, -1, M, 167060
2007, 2, -1, M, 167507
1993, 4, -1, M, 167674
1998, 6, -1, M, 168175
2002, 6, -1, M, 168261
1995, 10, -1, M, 168303
1997, 10, -1, M, 168306
1994, 10, -1, M, 168356
1997, 12, -1, M, 168371
1998, 3, -1, M, 168419
1995, 3, -1, M, 168678
1999, 5, -1, M, 168682
2003, 1, -1, M, 169104
2003, 4, -1, M, 169158
1998, 5, -1, M, 169221
2000, 1, -1, M, 169225
1993, 12, -1, M, 169284
1997, 5, -1, M, 169296
2006, 4, -1, M, 169341
1994, 6, -1, M, 169510
2002, 3, -1, M, 169543
1995, 6, -1, M, 169557
2001, 6, -1, M, 169590
2002, 1, -1, M, 169612
2005, 1, -1, M, 169670
1994, 5, -1, M, 169921
1999, 10, -1, M, 170004
1998, 10, -1, M, 170140
2000, 11, -1, M, 170206
1999, 6, -1, M, 170261
1990, 11, -1, M, 170515
1993, 10, -1, M, 170519
1999, 3, -1, M, 170574
2004, 1, -1, M, 170778
1999, 12, -1, M, 170787
1992, 4, -1, M, 170879
1997, 9, -1, M, 170937
2004, 4, -1, M, 170940
1998, 12, -1, M, 170957
2005, 4, -1, M, 171045
2002, 12, -1, M, 171148
1991, 1, -1, M, 171198
2001, 1, -1, M, 171208
1996, 9, -1, M, 171299
1992, 1, -1, M, 171502
1991, 6, -1, M, 171594
2005, 11, -1, M, 171703
1996, 10, -1, M, 171717
1993, 6, -1, M, 171934
2004, 11, -1, M, 171945
1989, 12, -1, M, 172022
1990, 1, -1, M, 172073
1991, 4, -1, M, 172218
1995, 5, -1, M, 172235
2000, 12, -1, M, 172254
1990, 4, -1, M, 172275
1990, 12, -1, M, 172484
1989, 5, -1, M, 172892
1993, 5, -1, M, 172991
2003, 3, -1, M, 173100
1992, 12, -1, M, 173181
2008, 2, -1, M, 173434
1997, 8, -1, M, 173528
1994, 9, -1, M, 173600
2003, 6, -1, M, 173621
2007, 4, -1, M, 173674
2001, 3, -1, M, 173729
1995, 9, -1, M, 173746
1989, 6, -1, M, 173823
2004, 5, -1, M, 173902
2002, 5, -1, M, 173925
2006, 1, -1, M, 174193
1992, 6, -1, M, 174250
1994, 3, -1, M, 174281
1995, 7, -1, M, 174366
1992, 3, -1, M, 174389
1989, 3, -1, M, 174433
2000, 3, -1, M, 174808
1991, 12, -1, M, 174825
2000, 5, -1, M, 175161
2000, 6, -1, M, 175247
1998, 9, -1, M, 175254
2001, 9, -1, M, 175338
1993, 3, -1, M, 175505
2003, 12, -1, M, 175923
1992, 10, -1, M, 176076
2001, 10, -1, M, 176084
1989, 10, -1, M, 176258
2000, 10, -1, M, 176350
2004, 6, -1, M, 176392
2005, 10, -1, M, 176498
1992, 5, -1, M, 176584
2001, 5, -1, M, 176615
1991, 3, -1, M, 176650
1998, 8, -1, M, 176747
2002, 10, -1, M, 176842
1996, 7, -1, M, 177043
2004, 12, -1, M, 177057
1996, 8, -1, M, 177393
2008, 4, -1, M, 177399
1997, 7, -1, M, 177423
1994, 7, -1, M, 177579
2000, 9, -1, M, 177693
2003, 5, -1, M, 177775
2005, 5, -1, M, 177881
1991, 10, -1, M, 177890
2004, 3, -1, M, 177896
1993, 9, -1, M, 178232
1992, 8, -1, M, 178271
2004, 10, -1, M, 178294
1992, 9, -1, M, 178412
2005, 12, -1, M, 178515
1998, 7, -1, M, 178616
1990, 6, -1, M, 178799
2002, 9, -1, M, 178945
2000, 7, -1, M, 179102
1999, 9, -1, M, 179124
2008, 3, -1, M, 179129
2008, 6, -1, M, 179267
1999, 7, -1, M, 179321
1990, 3, -1, M, 179499
2001, 7, -1, M, 179504
1993, 8, -1, M, 179521
1995, 8, -1, M, 179864
2005, 3, -1, M, 179881
2005, 6, -1, M, 179979
1999, 8, -1, M, 180033
1994, 8, -1, M, 180197
2006, 11, -1, M, 180670
1991, 5, -1, M, 180764
2007, 11, -1, M, 180814
2003, 10, -1, M, 180924
1993, 7, -1, M, 181061
2008, 12, -1, M, 181235
1990, 10, -1, M, 181247
1990, 5, -1, M, 181366
2007, 12, -1, M, 181426
2007, 1, -1, M, 181789
1991, 9, -1, M, 181999
2004, 8, -1, M, 182095
2008, 5, -1, M, 182294
2006, 12, -1, M, 182459
2006, 5, -1, M, 182689
2004, 9, -1, M, 182707
2008, 1, -1, M, 182789
1989, 9, -1, M, 182962
2005, 7, -1, M, 183061
1989, 7, -1, M, 183063
2002, 7, -1, M, 183135
2008, 10, -1, M, 183219
2006, 3, -1, M, 183436
1990, 9, -1, M, 183840
2006, 6, -1, M, 183860
2003, 9, -1, M, 183928
2000, 8, -1, M, 184030
1992, 7, -1, M, 184407
2002, 8, -1, M, 184444
2007, 6, -1, M, 184468
2004, 7, -1, M, 184593
2007, 3, -1, M, 184984
2003, 8, -1, M, 184986
2001, 8, -1, M, 185351
1991, 7, -1, M, 185629
2007, 5, -1, M, 186016
2005, 9, -1, M, 186141
2003, 7, -1, M, 187045
1991, 8, -1, M, 187491
2007, 9, -1, M, 187526
